collection_type,region_name,creek,site_name,site_e_dna_data_file,new_site,minnow_site,zone,easting,northing,date_raw,year,s_code,geom,date
riverboat,NKVF,Tatsutani,Near confluence with Nechako,TC00,TC00,NA,10,401699,5996610,no sample,2023,1,"c(1097598.90062105, 1012723.11746153)",NA
riverboat,NKVF,Tatsutani,Near confluence with Nechako,TC00,TC00,NA,10,401699,5996610,no sample,2023,2,"c(1097598.90062105, 1012723.11746153)",NA
riverboat,NKVF,Tatsutani,Near confluence with Nechako,TC00,TC00,NA,10,401699,5996610,45160,2023,3,"c(1097598.90062105, 1012723.11746153)",2023-08-22
ground,FF,Tatsutani,At bridge,TA01,TC01,NA,10,401603,5997232,45111,2023,1,"c(1097476.84906497, 1013342.36237789)",2023-07-04
ground,FF,Tatsutani,At bridge,TA01,TC01,NA,10,401603,5997232,45132,2023,2,"c(1097476.84906497, 1013342.36237789)",2023-07-25
ground,FF,Tatsutani,At bridge,TC01,TC01,NA,10,401603,5997232,45169,2023,3,"c(1097476.84906497, 1013342.36237789)",2023-08-31
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44355,2021,1,"c(1097493.34677954, 1013330.01330107)",2021-06-08
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44399,2021,2,"c(1097493.34677954, 1013330.01330107)",2021-07-22
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44434,2021,3,"c(1097493.34677954, 1013330.01330107)",2021-08-26
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44763,2022,1,"c(1097493.34677954, 1013330.01330107)",2022-07-21
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44797,2022,2,"c(1097493.34677954, 1013330.01330107)",2022-08-24
ground,FF,Tatsutnai,At bridge,TC01,TC01,NA,10,401619,5997219,44831,2022,3,"c(1097493.34677954, 1013330.01330107)",2022-09-27
ground,END,Tchesinkut,Near confluence with Nechako,TH01,TH01,NA,10,352696,5996920,no sample,2023,1,"c(1048749.88204923, 1010954.52173587)",NA
ground,END,Tchesinkut,Near confluence with Nechako,TH01,TH01,NA,10,352696,5996920,45153,2023,2,"c(1048749.88204923, 1010954.52173587)",2023-08-15
ground,END,Tchesinkut,Near confluence with Nechako,TH01,TH01,NA,10,352696,5996920,no sample,2023,3,"c(1048749.88204923, 1010954.52173587)",NA
ground,UN,Twin,Did we sample above AND below culverts?,TW01 ,TW01,NA,10,378259,5950126,44033,2020,1,"c(1076204.45177821, 965150.957907155)",2020-07-21
ground,UN,Twin,Did we sample above AND below culverts?,TW01 ,TW01,NA,10,378259,5950126,44071,2020,2,"c(1076204.45177821, 965150.957907155)",2020-08-28
ground,UN,Twin,Did we sample above AND below culverts?,TW01 ,TW01,NA,10,378259,5950126,44110,2020,3,"c(1076204.45177821, 965150.957907155)",2020-10-06
ground,UN,Twin,Did we sample above AND below culverts?,TW01 ,TW01,NA,10,378259,5950126,44138,2020,4,"c(1076204.45177821, 965150.957907155)",2020-11-03
ground,UN,Twin,Below bridge,TW 01,TW00,TW0.5,10,378255,5950128,44357,2021,1,"c(1076200.38061378, 965152.792723244)",2021-06-10
ground,UN,Twin,NA,TW 01,TW00,TW 0.5,10,378255,5950128,No sample,2021,2,"c(1076200.38061378, 965152.792723244)",NA
ground,UN,Twin,NA,TW 01,TW00,TW 0.5,10,378255,5950128,No sample,2021,3,"c(1076200.38061378, 965152.792723244)",NA
ground,UN,Twin,Above bridge,TW 02,TW01,TW01,10,378370,5949345,44357,2021,1,"c(1076348.06899693, 964373.10245838)",2021-06-10
ground,UN,Twin,NA,TW 02,TW01,TW 01,10,378370,5949345,No sample,2021,2,"c(1076348.06899693, 964373.10245838)",NA
ground,UN,Twin,Above bridge,TW 02,TW01,TW01,10,378262,5950094,44425,2021,3,"c(1076208.79338459, 965119.021273349)",2021-08-17
ground,UN,Twin,Canyon,TW 03,TW02,NA,10,378370,5949345,No sample,2021,1,"c(1076348.06899693, 964373.10245838)",NA
ground,UN,Twin,Canyon,TW 03,TW02,NA,10,378370,5949345,No sample,2021,2,"c(1076348.06899693, 964373.10245838)",NA
ground,UN,Twin,Canyon,TW 03,TW02,TW02,10,378370,5949345,44425,2021,3,"c(1076348.06899693, 964373.10245838)",2021-08-17
ground,UN,Twin,Above KDR,TW 04,TW03,NA,10,378175,5948449,44357,2021,1,"c(1076191.5586674, 963467.081166183)",2021-06-10
ground,UN,Twin,Above KDR,TW 04,TW03,NA,10,378175,5948449,No sample,2021,2,"c(1076191.5586674, 963467.081166183)",NA
ground,UN,Twin,Above KDR,TW 04,TW03,NA,10,378175,5948449,No sample,2021,3,"c(1076191.5586674, 963467.081166183)",NA
ground,UN,Twin,Below bridge,TW01,TW00,NA,10,378259,5950126,44741,2022,1,"c(1076204.45177821, 965150.957907155)",2022-06-29
ground,UN,Twin,Below bridge,TW01,TW00,NA,10,378259,5950126,No sample,2022,2,"c(1076204.45177821, 965150.957907155)",NA
ground,UN,Twin,Above bridge,TW02,TW01,NA,10,378262,5950094,44741,2022,1,"c(1076208.79338459, 965119.021273349)",2022-06-29
ground,UN,Twin,Above bridge,TW02,TW01,NA,10,378262,5950094,No sample,2022,2,"c(1076208.79338459, 965119.021273349)",NA
ground,UN,Twin,Above bridge,TW01,TW01,NA,10,378262,5950094,44823,2022,3,"c(1076208.79338459, 965119.021273349)",2022-09-19
ground,UN,Twin,Above bridge,TW02,TW01,NA,10,378262,5950094,No sample,2022,3,"c(1076208.79338459, 965119.021273349)",NA
ground,UN,Twin,Below Kenny Dam Road,TW03,TW03,NA,10,378173,5948497,44741,2022,1,"c(1076187.53816996, 963515.091678644)",2022-06-29
ground,UN,Twin,Below Kenny Dam Road,TW03,TW03,NA,10,378173,5948497,No sample,2022,2,"c(1076187.53816996, 963515.091678644)",NA
ground,UN,Twin,Below Kenny Dam Road,TW03,TW03,NA,10,378173,5948497,No sample,2022,3,"c(1076187.53816996, 963515.091678644)",NA
ground,UN,Twin,Below bridge,TW02,TW00,NA,10,378259,5950126,45119,2023,1,"c(1076204.45177821, 965150.957907155)",2023-07-12
ground,UN,Twin,Below bridge,TW02,TW00,TW02,10,378259,5950126,45148,2023,2,"c(1076204.45177821, 965150.957907155)",2023-08-10
ground,UN,Twin,Below bridge,TW02,TW00,NA,10,378259,5950126,No sample,2023,3,"c(1076204.45177821, 965150.957907155)",NA
ground,UN,Twin,Above bridge,TW01,TW01,NA,10,378262,5950094,45119,2023,1,"c(1076208.79338459, 965119.021273349)",2023-07-12
ground,UN,Twin,Above bridge,TW01,TW01,TW01,10,378262,5950094,45148,2023,2,"c(1076208.79338459, 965119.021273349)",2023-08-10
ground,UN,Twin,Above bridge,TW01,TW01,TW02,10,378262,5950094,45178,2023,3,"c(1076208.79338459, 965119.021273349)",2023-09-09
ground,UN,Twin,Above bridge,TW01,TW01,TW02,10,378262,5950094,45177,2023,3,"c(1076208.79338459, 965119.021273349)",2023-09-08
riverboat,NKPG,Zelkwas,Near confluence with Nechako,ZK01,ZK00,n/a,10,484461,5973628,45119,2023,1,"c(1181066.49364002, 993194.680919294)",2023-07-12
riverboat,NKPG,Zelkwas,Near confluence with Nechako,ZK01,ZK00,NA,10,484461,5973628,no sample,2023,2,"c(1181066.49364002, 993194.680919294)",NA
riverboat,NKPG,Zelkwas,Near confluence with Nechako,ZK01,ZK00,NA,10,484461,5973628,45159,2023,3,"c(1181066.49364002, 993194.680919294)",2023-08-21
